pbcode	pname	pinfo	pcost	pprice	pimg	pagelimit	category	class
3030062	롯데)자일리톨W껌	롯데)자일리톨W껌	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/F47C75C2E42F456986C2AAD147BC5247.jpg	y	과자류	껌/초콜릿/캔디
3030063	목캔디레몬민트	목캔디레몬민트	490	700	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062333257.jpg	y	과자류	껌/초콜릿/캔디
3030064	오리온)젤리데이레몬	젤리데이레몬	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117334604.jpg	y	과자류	껌/초콜릿/캔디
3030065	오리온)젤리데이포도		700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/1B6A1EA3F3B94F06B4997925CB369BC5.jpg	y	과자류	껌/초콜릿/캔디
3030066	후레이키바	후레이키바	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117464400.jpg	y	과자류	껌/초콜릿/캔디
3030067	폴로캔디	폴로캔디	490	700	http://cdn2.bgfretail.com/bgfbrand/files/product/0000069014451.jpg	y	과자류	껌/초콜릿/캔디
3030068	ID트로피칼	ID트로피칼	840	1200	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062321131.jpg	y	과자류	껌/초콜릿/캔디
3030069	롯데)쥬시후레쉬스틱팩껌	주 타겟인 30대 이상 고객에게 익숙한 기존의 스틱팩타입으로 변경	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/30F60800A1C34A2FBDFA691FE714F974.jpg	y	과자류	껌/초콜릿/캔디
3030070	롯데)스피아민트스틱팩껌	주 타겟인 30대 이상 고객에게 익숙한 기존의 스틱팩타입으로 변경	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/4E661681073A45F4B2B4110B1209F77B.jpg	y	과자류	껌/초콜릿/캔디
3030071	아이스쿨껌	아이스쿨껌	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/8801019409943.jpg	y	과자류	껌/초콜릿/캔디
3030072	아이스쿨자몽껌	아이스쿨자몽껌	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/8801019410017.jpg	y	과자류	껌/초콜릿/캔디
3030073	아이스쿨포스카	아이스쿨포스카	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/8801019411571.jpg	y	과자류	껌/초콜릿/캔디
3030074	스카치소프트커피	스카치소프트커피	560	800	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062332694.jpg	y	과자류	껌/초콜릿/캔디
3030075	매일)페레로로쉐3구	정통 이탈리아 초콜릿 페레로로쉐 3입	1470	2100	http://bgf-cu.xcache.kinxcdn.com/product/0000080050278.jpg	y	과자류	껌/초콜릿/캔디
3030076	150투시팝캔디	150투시팝캔디	105	150	http://cdn2.bgfretail.com/bgfbrand/files/product/0007172007906.jpg	y	과자류	껌/초콜릿/캔디
3030077	레모나헬씨정	레모나헬씨정	1960	2800	http://cdn2.bgfretail.com/bgfbrand/files/product/8806102872819.jpg	y	과자류	껌/초콜릿/캔디
3030078	동양)생후라보노	동양)생후라보노	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117627102.jpg	y	과자류	껌/초콜릿/캔디
3030079	와우플럼풍선껌	와우클럽플럼풍선껌	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117630409.jpg	y	과자류	껌/초콜릿/캔디
3030080	오리온)와우포도풍선껌		350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/D01F893DB9D54502AD56157F81C20A52.jpg	y	과자류	껌/초콜릿/캔디
3030081	와우블랙커런트	와우블랙커런트	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117630300.jpg	y	과자류	껌/초콜릿/캔디
3030082	젤링젤링하트	젤링젤링하트	490	700	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062333295.jpg	y	과자류	껌/초콜릿/캔디
3030083	젤링젤링코알라	젤링젤링코알라	490	700	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062333271.jpg	y	과자류	껌/초콜릿/캔디
3030084	해태)연양갱	"1945년부터 만들어온 연양갱의 참맛!
할아버지, 할머니, 아빠, 엄마도 먹어온 '원조'연양갱
팥이 듬뿍 들어있고 타우린이 함유된 쫄깃한 연양갱"	630	900	http://cdn2.bgfretail.com/bgfbrand/files/product/D78873E55CAC4A74A913A8D9945C7E30.jpg	y	과자류	껌/초콜릿/캔디
3030085	마즈)엠앤엠밀크초콜릿	엠앤엠밀크초콜릿	840	1200	http://bgf-cu.xcache.kinxcdn.com/product/6914973603189.jpg	y	과자류	껌/초콜릿/캔디
3030086	마즈)엠앤엠피넛초콜릿	엠앤엠피넛초콜릿	840	1200	http://bgf-cu.xcache.kinxcdn.com/product/6914973603202.jpg	y	과자류	껌/초콜릿/캔디
3030087	센스민트사과껌	-농축사과즙을 사용한 청사과의 싱그러운 맛   -1991년 출시된 오리온 과일껌 대표브랜드 상품리뉴얼 재출시	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117628307.jpg	y	과자류	껌/초콜릿/캔디
3030088	후르츠텔라딸기스틱	#NAME?	420	600	http://cdn2.bgfretail.com/bgfbrand/files/product/4800214015045.jpg	y	과자류	껌/초콜릿/캔디
3030089	웨더스카라멜	웨더스카라멜	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/4014400918205.jpg	y	과자류	껌/초콜릿/캔디
3030090	롯데)왓따복숭아풍선껌	롯데)왓따복숭아풍선껌	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/3CA0F95FAD3042D08F98FAAE6AA6FB0B.jpg	y	과자류	껌/초콜릿/캔디
3030091	츄디스체인징오렌지레몬	츄디스체인징오렌지레몬	490	700	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062333639.jpg	y	과자류	껌/초콜릿/캔디
3030092	츄디스체인징딸기메론	츄디스체인징딸기메론	490	700	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062333615.jpg	y	과자류	껌/초콜릿/캔디
3030093	앤디스민트초콜릿	앤디스민트초콜릿	1400	2000	http://cdn2.bgfretail.com/bgfbrand/files/product/8809141471043.jpg	y	과자류	껌/초콜릿/캔디
3030094	트리뷰피치그레이프	트리뷰피치그레이프	1050	1500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062320899.jpg	y	과자류	껌/초콜릿/캔디
3030095	쿨리스트레몬	쿨리스트레몬	840	1200	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062332793.jpg	y	과자류	껌/초콜릿/캔디
3030096	홀스블리스터팩라임	홀스블리스터팩라임	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/8850338006463.jpg	y	과자류	껌/초콜릿/캔디
3030097	홀스블리스터팩허니레몬	홀스블리스터팩허니레몬	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/8850338006418.jpg	y	과자류	껌/초콜릿/캔디
3030098	하이츄딸기800	하이츄딸기800	560	800	http://cdn2.bgfretail.com/bgfbrand/files/product/6933545800023.jpg	y	과자류	껌/초콜릿/캔디
3030099	하이츄포도800	하이츄포도800	560	800	http://cdn2.bgfretail.com/bgfbrand/files/product/6933545800030.jpg	y	과자류	껌/초콜릿/캔디
3030100	미스후라보노	미스후라보노	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117627300.jpg	y	과자류	껌/초콜릿/캔디
3030101	크라운)새콤달콤레모네이드		350	500	http://bgf-cu.xcache.kinxcdn.com/product/8801111907934.jpg	y	과자류	껌/초콜릿/캔디
3030102	예스)마카다미아초콜릿		2800	4000	http://cdn2.bgfretail.com/bgfbrand/files/product/4902777237930.jpg	y	과자류	껌/초콜릿/캔디
3030103	젤리벨리피라미드10g	젤리벨리피라미드10g	280	400	http://cdn2.bgfretail.com/bgfbrand/files/product/0071567731010.jpg	y	과자류	껌/초콜릿/캔디
3030104	오리온)젤리데이복숭아		700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/999F7C7435F143989915F041F60E4692.jpg	y	과자류	껌/초콜릿/캔디
3030105	롯데)미니가나마일드	1)우리나라 대표 초콜릿 브랜드 ''가나'' 마일드 초콜릿의 미니사이즈 상품!   2)금박처리한 가나로고와 전면 무광코팅으로 고급스런 패키지!  3)낱개 포장으로 편리하게 휴대하면서 취식이 가능!	1050	1500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062636174.jpg	y	과자류	껌/초콜릿/캔디
3030106	고지라즈베리초콜릿	1)다크초콜릿과 슈퍼푸드(아사이베리,고지베리)의 만남!   >>고지베리 - 구기자의 일종ㅈ으로 면역력을 높이고 피로회복에 탁월한 열매   2)다이어트 효과로 각광받고 있는 다크초콜릿과 슈퍼푸드로 건강에 관심이 많은 20-30대 젊은 여성타겟의 간식용 초콜릿!	560	800	http://cdn2.bgfretail.com/bgfbrand/files/product/0068437383356.jpg	y	과자류	껌/초콜릿/캔디
3030107	아사이블루베리초콜릿	1)다크초콜릿과 슈퍼푸드(아사이베리,고지베리)의 만남!   >>아사이베리 - 아마존 열대지역에서 자라는 야자수열매로 항산화물질이 블루베리보다 7.7배 높아 노화방지에 탁월한 슈퍼푸드의 종류  2)다이어트 효과로 각광받고 있는 다크초콜릿과 슈퍼푸드로 건강에 관심이 많은 20-30대 젊은 여성타겟의 간식용 초콜릿!	560	800	http://cdn2.bgfretail.com/bgfbrand/files/product/0068437389723.jpg	y	과자류	껌/초콜릿/캔디
3030108	곤묵찌빠캔디	1)유아용 인기 캐릭터 ''곤''을 활용한 묵찌빠 게임을 할 수 있는 토이캔디   2)손잡이를 누르면 손모양의 상단부가 빙그르르 돌아가고 버튼을 놓으면 손모양이 가위/바위/보로 표현되는 재미가 있는 상품   3)하단부에 미니멘토스 1개가 포함되어 있습니다.	2800	4000	http://cdn2.bgfretail.com/bgfbrand/files/product/8809146207326.jpg	y	과자류	껌/초콜릿/캔디
3030109	롯데)왓따콜라풍선껌	롯데)왓따콜라풍선껌	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8799E2A73FDE4B348C72DE10E2C28405.jpg	y	과자류	껌/초콜릿/캔디
3030110	가나쿠키볼	가나쿠키볼	1400	2000	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062636273.jpg	y	과자류	껌/초콜릿/캔디
3030111	해)자일리톨500	해)자일리톨500	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801019411533.jpg	y	과자류	껌/초콜릿/캔디
3030112	센스민트딸기껌	센스민트딸기껌	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117628901.jpg	y	과자류	껌/초콜릿/캔디
3030113	해)자일리톨핑크500	해)자일리톨핑크500	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801019411670.jpg	y	과자류	껌/초콜릿/캔디
3030114	쭈욱짜봐콜라풍선껌	국내유일 짜먹는 튜브형 풍선껌	560	800	http://cdn2.bgfretail.com/bgfbrand/files/product/8801019411694.jpg	y	과자류	껌/초콜릿/캔디
3030115	트러플초콜릿	기존 초콜릿보다 코코아 함량이 높아 더욱 달콤하고 부드러운 트러플초콜릿!!	1540	2200	http://cdn2.bgfretail.com/bgfbrand/files/product/8809214405289.jpg	y	과자류	껌/초콜릿/캔디
3030116	미니쉘골드피넛	고소한땅콩크림으로 기존 아몬드와 차별화되는 맛의 너트류 초콜릿!	560	800	http://cdn2.bgfretail.com/bgfbrand/files/product/8801111902267.jpg	y	과자류	껌/초콜릿/캔디
3030117	허쉬너겟쿠앤크초콜릿	화이트초콜릿과 쿠키의 만남으로 달콤하면서도 바삭한 식감!!	840	1200	http://cdn2.bgfretail.com/bgfbrand/files/product/6942836706630.jpg	y	과자류	껌/초콜릿/캔디
3030118	펀치체리에이드껌	펀치체리에이드껌	560	800	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117639204.jpg	y	과자류	껌/초콜릿/캔디
3030119	펀치레몬에이드껌	펀치레몬에이드껌	560	800	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117639501.jpg	y	과자류	껌/초콜릿/캔디
3030120	마켓오초코클래식L	마켓오초코클래식L	1400	2000	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117441500.jpg	y	과자류	껌/초콜릿/캔디
3030121	알사탕봉지캔디	알사탕봉지캔디	1190	1700	http://cdn2.bgfretail.com/bgfbrand/files/product/8801019005664.jpg	y	과자류	껌/초콜릿/캔디
3030122	자두봉지캔디	자두봉지캔디	1190	1700	http://cdn2.bgfretail.com/bgfbrand/files/product/8801019005633.jpg	y	과자류	껌/초콜릿/캔디
3030123	디샤초콜릿	디샤초콜릿	1050	1500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801111905398.jpg	y	과자류	껌/초콜릿/캔디
3030124	크라운)디샤화이트초콜릿	디샤화이트초콜릿	1050	1500	http://cdn2.bgfretail.com/bgfbrand/files/product/860F982CCDD04AE398721A06B6994DC3.jpg	y	과자류	껌/초콜릿/캔디
3030125	리얼마카다미아초콜릿	호주산 고급 마카다미아초콜릿과 리얼초콜릿의 만남	1750	2500	http://cdn2.bgfretail.com/bgfbrand/files/product/8809008814778.jpg	y	과자류	껌/초콜릿/캔디
3030126	마니초콜릿	초코코팅 안에 바삭한 과자와 달콤한 초콜릿이 들어있는 상품!	210	300	http://cdn2.bgfretail.com/bgfbrand/files/product/0000078914759.jpg	y	과자류	껌/초콜릿/캔디
3030127	해광)팡스타미니초콜릿	다크 초코렛과 달콤한 화이트 초코렛에 고소한 비스킷을 비벼서 떠먹는 상품!	210	300	http://cdn2.bgfretail.com/bgfbrand/files/product/8809402811519.jpg	y	과자류	껌/초콜릿/캔디
3030128	마즈)트윅스미니560g	한번에 먹기 편한 사이즈로 연인, 친구 등 주위사람들과 부담없이 나눠먹으며 즐길 수 있고 선물할수 있는 상품!	8050	11500	http://cdn2.bgfretail.com/bgfbrand/files/product/8804973301087.jpg	y	과자류	껌/초콜릿/캔디
3030129	신쫄이레몬콜라	새콤달콤 쫄깃한 신쫄이의 신상품 ''레몬콜라맛'' 출시	420	600	http://cdn2.bgfretail.com/bgfbrand/files/product/8801019006982.jpg	y	과자류	껌/초콜릿/캔디
3030130	하이랜드스톰베리	하이랜드스톰은 ''캔디를 먹는 순간 입안에 상쾌한 폭풍이 분다는 의미''	1400	2000	http://cdn2.bgfretail.com/bgfbrand/files/product/8801111909471.jpg	y	과자류	껌/초콜릿/캔디
3030131	허쉬)키세스쿠앤크초콜릿	허쉬키세스쿠앤크초콜릿	1750	2500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062278497.jpg	y	과자류	껌/초콜릿/캔디
3030132	크런키볼	크런키볼	1750	2500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062633456.jpg	y	과자류	껌/초콜릿/캔디
3030133	크런키블랙쿠키바	바삭한 블랙쿠키와 블렉웨하스의 만남으로 진한 초콜릿의 절묘한 조화~!	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062637966.jpg	y	과자류	껌/초콜릿/캔디
3030134	말랑카우소프트캔디	폭신폭신하여 치아에 달라붙지 않는 특징의 진한 우유맛 소프트캔디!	1400	2000	http://cdn2.bgfretail.com/bgfbrand/files/product/83A65CE0036B4F7884469FB20DE1EF21.jpg	y	과자류	껌/초콜릿/캔디
3030135	허쉬너겟밀크초콜릿	초콜릿 유명브랜드''허쉬''의 너겟 타입 밀크초콜릿!	840	1200	http://cdn2.bgfretail.com/bgfbrand/files/product/6942836706593.jpg	y	과자류	껌/초콜릿/캔디
3030136	멘토스퓨어스피아민트	녹차추출물이 함유되어 있어 깔끔하고 상쾌한 느낌!   	1750	2500	http://cdn2.bgfretail.com/bgfbrand/files/product/6921211108986.jpg	y	과자류	껌/초콜릿/캔디
3030137	후라보노레이디	후라보노레이디	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062310951.jpg	y	과자류	껌/초콜릿/캔디
3030138	일신)리콜라허브레몬	리콜라허브레몬	1400	2000	http://bgf-cu.xcache.kinxcdn.com/product/7610700607046.jpg	y	과자류	껌/초콜릿/캔디
3030139	후루팁스튜브젤리	후루팁스튜브젤리	2450	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/6917878012728.jpg	y	과자류	껌/초콜릿/캔디
3030140	말랑카우딸기캔디	말랑카우딸기캔디	1400	2000	http://cdn2.bgfretail.com/bgfbrand/files/product/006E84897F5E4300A350DDE5896D8141.jpg	y	과자류	껌/초콜릿/캔디
3030141	마블초콜릿	천연 색소를 사용하여 안심하고 드실 수 있으며, 손에 묻지 않아 먹기 편리한 초코볼로 간식용으로 탁월한 제훔, 개봉후에도 보관이 편리하도록 지퍼 부착, 단색이 아닌 7가지 색상!	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/ECC6E49F9BB74BC48D34BBDEE49C021B.jpg	y	과자류	껌/초콜릿/캔디
3030142	크런치봉지초콜릿	한 개씩 간편하게 즐기는 크런치 초콜릿	1050	1500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801244311868.jpg	y	과자류	껌/초콜릿/캔디
3030143	HEYROO펀스톤초콜릿	천연색소를 사용한 도모양 초콜릿, 지퍼형으로 편리합니다.	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/939C63DF87DE4A87825BE33E461C07FF.jpg	y	과자류	껌/초콜릿/캔디
3030144	HEYROO해바라기씨초코볼	천연색소를 사용한 해바라기씨 초콜릿, 지펴형으로 편리합니다.	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/E87008FC60474F2582ECC4DF3040AA61.jpg	y	과자류	껌/초콜릿/캔디
3030145	졸음뚝껌PB700	졸음뚝껌PB700	490	700	http://cdn2.bgfretail.com/bgfbrand/files/product/8802534901462.jpg	y	과자류	껌/초콜릿/캔디
3030146	13곡초코바	13곡초코바	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8809214405203.jpg	y	과자류	껌/초콜릿/캔디
3030147	츄파춥스미니5입	츄파춥스미니5입	420	600	http://cdn2.bgfretail.com/bgfbrand/files/product/8935001720171.jpg	y	과자류	껌/초콜릿/캔디
3030148	동서)토블론밀크초콜릿35g	토블론밀크초콜릿35g	1050	1500	http://cdn2.bgfretail.com/bgfbrand/files/product/1D8E518A090E40779EB30984FE50FB2B.jpg	y	과자류	껌/초콜릿/캔디
3030149	동서)토블론화이트초콜릿35g	토블론화이트초콜릿35g	1050	1500	http://cdn2.bgfretail.com/bgfbrand/files/product/0000076145766.jpg	y	과자류	껌/초콜릿/캔디
3030150	농심)멘토스포도맛		490	700	http://bgf-cu.xcache.kinxcdn.com/product/8990800000992.jpg	y	과자류	껌/초콜릿/캔디
3030151	왓따오렌지풍선껌	왓따오렌지풍선껌	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062319596.jpg	y	과자류	껌/초콜릿/캔디
3030152	왓따사과풍선껌	왓따사과풍선껌	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062319572.jpg	y	과자류	껌/초콜릿/캔디
3030153	롯데)롤리팝아이스	롯데)롤리팝아이스	140	200	http://cdn2.bgfretail.com/bgfbrand/files/product/1D95DABBE39A424BAB75BEE35187DDE1.jpg	y	과자류	껌/초콜릿/캔디
3030154	롯데)아이스브레이커메론	아이스브레이커메론	2450	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062334124.jpg	y	과자류	껌/초콜릿/캔디
3030155	롯데)아이스브레이커베리	아이스브레이커베리	2450	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062334100.jpg	y	과자류	껌/초콜릿/캔디
3030156	아이스브레이커민트	아이스브레이커민트	2450	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/8801062334087.jpg	y	과자류	껌/초콜릿/캔디
3030157	쥬시초이스젤리	쥬시초이스젤리	280	400	http://cdn2.bgfretail.com/bgfbrand/files/product/8809207410252.jpg	y	과자류	껌/초콜릿/캔디
3030158	네슬레)킷캣청키초콜릿	#NAME?	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/3C2BC17F137049A1A08D46835269C8E4.jpg	y	과자류	껌/초콜릿/캔디
3030159	네슬레)킷캣4핑거초콜릿	"- 달콤한 초콜릿 속에 가볍고 바삭함이 살아있는 웨하스가 특징
- ‘잠깐의 휴식, 한입의 즐거움’; 사무실, 등산, 야외 나들이 맛있는 초콜릿과 바삭한 웨하스의 절묘한 조화"	840	1200	http://bgf-cu.xcache.kinxcdn.com/product/0000050426416.jpg	y	과자류	껌/초콜릿/캔디
3030160	오리온)와우소다풍선껌		350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/4967127225814569925D0B01063F6751.jpg	y	과자류	껌/초콜릿/캔디
3030161	오리온)핫브레이크CRISPY	핫브레이크크리스피	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117467906.jpg	y	과자류	껌/초콜릿/캔디
3030162	핫브레이크미니	핫브레이크미니	210	300	http://cdn2.bgfretail.com/bgfbrand/files/product/8801117467807.jpg	y	과자류	껌/초콜릿/캔디
3030163	크레모사딸기	크레모사딸기	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/8410031930283.jpg	y	과자류	껌/초콜릿/캔디
3030164	마즈)땅콩스니커즈	땅콩스니커즈	770	1100	http://bgf-cu.xcache.kinxcdn.com/product/0000093682091.jpg	y	과자류	껌/초콜릿/캔디
3030165	마즈)스니커즈아몬드		840	1200	http://cdn2.bgfretail.com/bgfbrand/files/product/0000000401050.jpg	y	과자류	껌/초콜릿/캔디
3030166	일신)베이비팝캔디	"귀여운 젖병 모양의 캔디에 캔디분말을 찍어먹는 재미
콜라/딸기 맛캔디 2종"	1750	2500	http://cdn2.bgfretail.com/bgfbrand/files/product/1B6EC7EBFBCC463E86ECDF6FE5C48F39.jpg	y	과자류	껌/초콜릿/캔디
3030167	크라운)마이쮸딸기		560	800	http://bgf-cu.xcache.kinxcdn.com/product/8801111187879.jpg	y	과자류	껌/초콜릿/캔디
3030168	크라운)마이쮸사과	"10년 연속 국내 소프트캔디 1등 브랜드로 다양한 하고 쫄깃한 사과맛과 향이 입안가득
/개별 낱개 스틱포장으로 쉽게 나눠 먹을 수 있고 보관이 편리"	560	800	http://bgf-cu.xcache.kinxcdn.com/product/8801111187916.jpg	y	과자류	껌/초콜릿/캔디
3030169	크라운)마이쮸복숭아		560	800	http://cdn2.bgfretail.com/bgfbrand/files/product/2C644342724B4DA0880FA2C75982F98E.jpg	y	과자류	껌/초콜릿/캔디
3030170	크라운)마이쮸포도		560	800	http://cdn2.bgfretail.com/bgfbrand/files/product/6F8A3BDCA45844DA968141BFB7824E7C.jpg	y	과자류	껌/초콜릿/캔디
3030171	오리온)와우망고풍선껌	여름철 과일인 망고와 톡톡 튀는 과일칩이 만나 상큼한 맛인 껌! 	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/7D8FDDD7BF41470A90890ADF8302B24E.jpg	y	과자류	껌/초콜릿/캔디
3030172	크라운)키커바시리얼	"웰빙트렌드에 따른 크런치한 식감의 시리얼/현미와 초콜릿이 조화를 이룬 초코바!! 
"	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/6DD9E6163A5241369620413DC4035A32.jpg	y	과자류	껌/초콜릿/캔디
3030173	롯데)쫀쪼니콜라	새콤하고 쫀득한 식간과 재미있는 상품명이 특징인 젤리!! 	210	300	http://cdn2.bgfretail.com/bgfbrand/files/product/6063309D40124B788A612A7883EEDA6A.jpg	y	과자류	껌/초콜릿/캔디
3030174	롯데)자일리톨스위티베리	달콤하면서 상큼한 믹스후르츠향!	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/23ADDC98C19B4A2388FA85311E358E20.jpg	y	과자류	껌/초콜릿/캔디
3030175	롯데)트리뷰레몬에이드껌	"껌과 껌사이에 젤리가 들어있는 3층 구조의 상큼한 맛이 특징인 디저트 껌!
(레몬과 라임 과즙의 젤리)
"	1050	1500	http://cdn2.bgfretail.com/bgfbrand/files/product/50C84938980241F0B1F02A3B30F07DFE.jpg	y	과자류	껌/초콜릿/캔디
3030176	오리온)통커피넛캔디	오리온)통커피넛캔디	1400	2000	http://cdn2.bgfretail.com/bgfbrand/files/product/1DB64E6D3E024D60A831464B14FE35DC.jpg	y	과자류	껌/초콜릿/캔디
3030177	롯데)라임껌	롯데)라임껌	700	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/8E595C1BF0ED4840AA2E88F68D8FB721.jpg	y	과자류	껌/초콜릿/캔디
3030178	롯데)트리뷰베리오렌지껌	롯데)트리뷰베리오렌지껌	1050	1500	http://cdn2.bgfretail.com/bgfbrand/files/product/85AF12EF691E4BAE8632D5A4EA98C35E.jpg	y	과자류	껌/초콜릿/캔디
3030179	오리온)원조후라보노껌		350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/338EEEF24AC74EB8A3D6ABE9F7F26262.jpg	y	과자류	껌/초콜릿/캔디
3030180	오리온)통아몬드캔디		1400	2000	http://cdn2.bgfretail.com/bgfbrand/files/product/090AC94654444B52B7D9DBC7A127054A.jpg	y	과자류	껌/초콜릿/캔디
3030181	롯데)리세스넛바		840	1200	http://cdn2.bgfretail.com/bgfbrand/files/product/E9374B6123B64C94807CBFD0AF92CF31.jpg	y	과자류	껌/초콜릿/캔디
3030182	매크로)다스밀크초콜릿	매크로)다스밀크초콜릿	1400	2000	http://cdn2.bgfretail.com/bgfbrand/files/product/6E00D106936642828B9C67BA9FEC3976.jpg	y	과자류	껌/초콜릿/캔디
3030183	매크로)다스화이트초콜릿		1400	2000	http://cdn2.bgfretail.com/bgfbrand/files/product/0C24C9070D03499680CA19CF5DF03FF2.jpg	y	과자류	껌/초콜릿/캔디
3030184	삼광)키다리초코	"얼려먹고 짜먹는 재미가 있는 초콜릿! 
"	140	200	http://cdn2.bgfretail.com/bgfbrand/files/product/B61D0681010C4F89A4546A293B79FBFC.jpg	y	과자류	껌/초콜릿/캔디
3030185	예스)팝락스딸기캔디	"입안에 넣었을때 톡톡터지는 재미를 주는 캔디! 
"	490	700	http://cdn2.bgfretail.com/bgfbrand/files/product/FE447F854EA24E7E94C972946EAD10B1.jpg	y	과자류	껌/초콜릿/캔디
3030186	롯데)ID체리껌	롯데)ID체리껌	840	1200	http://cdn2.bgfretail.com/bgfbrand/files/product/953765F8A61C4EB8A1F9489867051118.jpg	y	과자류	껌/초콜릿/캔디
3030187	롯데)목캔디용기	롯데)목캔디용기	2100	3000	http://cdn2.bgfretail.com/bgfbrand/files/product/2B6560ECF13F4DBAB08206D35B8D518D.jpg	y	과자류	껌/초콜릿/캔디
3030188	롯데)짱셔요	롯데)짱셔요	490	700	http://cdn2.bgfretail.com/bgfbrand/files/product/518A848562DC4BCEB4C7F988050FD030.jpg	y	과자류	껌/초콜릿/캔디
3030189	롯데)허쉬키세스쿠앤크	롯데)허쉬키세스쿠앤크	980	1400	http://cdn2.bgfretail.com/bgfbrand/files/product/4FB59647AF6F42BF9D9CF026672CA68B.jpg	y	과자류	껌/초콜릿/캔디
3030190	오리온)마켓오미니크리미	오리온)마켓오미니크리미	1050	1500	http://cdn2.bgfretail.com/bgfbrand/files/product/615EFCEFAFE743D99CC2704119D23982.jpg	y	과자류	껌/초콜릿/캔디
3030191	크라운)키커초콜릿	크라운)키커초콜릿	280	400	http://cdn2.bgfretail.com/bgfbrand/files/product/64480235A52F451C83DA195551E38CC5.jpg	y	과자류	껌/초콜릿/캔디
3030192	해태)뽀뽀틴빅풍선껌	해태)뽀뽀틴빅풍선껌	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/BA477EE7A0474CCEA4649B9D88B43ADA.jpg	y	과자류	껌/초콜릿/캔디
3030193	해태)뽀뽀틴라바판박이껌	해태)뽀뽀틴라바판박이껌	350	500	http://cdn2.bgfretail.com/bgfbrand/files/product/D437805412DB4B6AA5EDFDC5BD0EC302.jpg	y	과자류	껌/초콜릿/캔디
